date,open,high,low,close,log_return,cumulative_log_return
2024-04-01 09:59:00,7566.986100635647,7572.083830871093,7567.3980910896225,7568.618015798514,,
2024-04-01 10:09:00,7576.110934941757,7583.561609305555,7571.494306661194,7579.167477792592,0.0013928720741548971,0.0013928720741548971
2024-04-01 10:19:00,7586.070025023929,7591.676388364727,7582.233094649343,7588.428093889024,0.001221105507906487,0.0026139775820613843
2024-04-01 10:29:00,7577.332613369971,7594.771449291133,7578.020965421716,7585.112009397546,-0.00043708778857137244,0.002176889793490012
2024-04-01 10:39:00,7565.744410248667,7579.380941860179,7565.317142511364,7569.1617281437375,-0.0021050546426748156,7.18351508151964e-05
2024-04-01 10:49:00,7561.659074005225,7576.877216515345,7561.802521591742,7566.674821063081,-0.00032861178104703025,-0.00025677663023183385
2024-04-01 10:59:00,7534.140877104805,7565.442765318589,7541.983735851955,7546.79109883866,-0.002631260599247308,-0.002888037229479142
2024-04-01 11:09:00,7528.550314820042,7559.081262245227,7533.109892933724,7540.545429982665,-0.0008279352953830428,-0.0037159725248621846
2024-04-01 11:19:00,7531.331582025557,7564.063404554011,7538.402628102651,7544.85974410211,0.0005719851985788621,-0.0031439873262833224
2024-04-01 11:29:00,7528.277028459894,7567.670351535305,7536.809350171369,7544.741976529197,-1.5609102890305758e-05,-0.0031595964291736283
2024-04-01 11:39:00,7528.178925119118,7569.05982414771,7536.989727725528,7547.282539011631,0.0003366761700945857,-0.0028229202590790425
2024-04-01 11:49:00,7521.565102897526,7564.334297274807,7533.760620941954,7540.117454063138,-0.0009498105028621432,-0.0037727307619411857
2024-04-01 11:59:00,7525.864449078474,7572.299468884739,7535.888182900405,7549.809102259516,0.0012845191118456493,-0.002488211650095536
2024-04-01 12:09:00,7528.091247315797,7575.664912954325,7540.892957531878,7551.324927489004,0.00020075647717494112,-0.0022874551729205952
2024-04-01 12:19:00,7502.390919467904,7554.769539070332,7516.322845965144,7524.337050153221,-0.0035803278429873235,-0.005867783015907919
2024-04-01 12:29:00,7499.603309820198,7546.390707519886,7509.057263582899,7521.39386006384,-0.0003912325887634977,-0.006259015604671417
2024-04-01 12:39:00,7503.610232333705,7543.687295684869,7512.0029514124735,7523.051715129662,0.00022039430622369498,-0.0060386212984477215
2024-04-01 12:49:00,7511.752161931305,7549.362012899813,7520.782433868138,7530.617994264407,0.001005240571629231,-0.0050333807268184904
2024-04-01 12:59:00,7521.86019371107,7555.7990366507265,7526.033607249973,7540.184725639146,0.0012695717457818479,-0.0037638089810366425
2024-04-01 13:09:00,7539.105547914443,7574.673829957079,7542.852421547732,7558.200869763919,0.0023865005383089236,-0.001377308442727719
2024-04-01 13:19:00,7561.619159205431,7584.320705452674,7561.253790716934,7573.952209955676,0.0020818380302787716,0.0007045295875510527
2024-04-01 13:29:00,7543.5396767844595,7581.3129508936445,7549.474367799759,7563.425086800096,-0.0013908783068957247,-0.000686348719344672
2024-04-01 13:39:00,7541.701060797207,7574.544243250764,7545.221512005727,7557.949203410348,-0.0007242574020083988,-0.0014106061213530708
2024-04-01 13:49:00,7527.158145211002,7568.51841386207,7532.825458494636,7547.069388403814,-0.0014405565702402194,-0.0028511626915932904
2024-04-01 13:59:00,7515.783103665696,7565.693709995887,7522.113452574779,7540.421934346827,-0.0008811875142031386,-0.003732350205796429
2024-04-01 14:09:00,7529.064953875762,7584.648772654453,7529.680439598093,7561.045023645251,0.002731271362736952,-0.0010010788430594771
2024-04-01 14:19:00,7546.570788231661,7595.260467548653,7546.9822916333505,7575.595697844656,0.0019225770035910456,0.0009214981605315685
2024-04-01 14:29:00,7553.776106236151,7599.015500627567,7553.338645476309,7581.390784287195,0.0007646753174518338,0.0016861734779834024
2024-04-01 14:39:00,7553.119840804201,7602.115427454878,7551.429250507458,7584.903536674657,0.0004632314757892787,0.0021494049537726812
2024-04-01 14:49:00,7553.516982074459,7609.050261727885,7550.367464646895,7591.59335819323,0.0008816029151137054,0.0030310078688863865
2024-04-01 14:59:00,7564.419433139388,7621.487272312028,7562.52437697651,7606.250075285966,0.0019287896602897638,0.00495979752917615
2024-04-01 15:09:00,7562.76123814172,7634.438541477895,7567.105607463476,7614.726851910216,0.0011138283095970048,0.006073625838773155
2024-04-01 15:19:00,7568.835097305407,7642.86893556531,7572.735962288361,7623.256214399548,0.0011194871844918083,0.007193113023264964
2024-04-01 15:29:00,7573.943945127529,7650.690640929612,7577.135721432441,7633.421603343629,0.0013325824363343928,0.008525695459599357
2024-04-01 15:39:00,7593.912376214388,7664.586530757644,7595.921918417582,7651.093899175151,0.002312445390066027,0.010838140849665383
2024-04-01 15:49:00,7592.557764581708,7659.099764518827,7593.615374535848,7645.389408526715,-0.0007458565211541658,0.010092284328511216
2024-04-01 15:59:00,7588.52026237552,7660.255155435213,7591.561399763787,7644.800804840181,-7.69910221666108e-05,0.010015293306344606
2024-04-01 16:09:00,7587.061120394816,7671.279919736546,7592.491671361107,7649.901899247345,0.0006670406996459766,0.010682334005990583
2024-04-01 16:19:00,7594.871065669831,7667.108687593565,7596.793067289967,7649.664747090789,-3.100115997483198e-05,0.010651332846015752
2024-04-01 16:29:00,7588.814681327346,7679.4147506476465,7595.742035763006,7653.591915227071,0.0005132460768509867,0.01116457892286674
2024-04-01 16:39:00,7578.098361707261,7677.780010980123,7585.513179147121,7647.056956337139,-0.0008542068172598582,0.01031037210560688
2024-04-01 16:49:00,7580.712082739425,7672.9179086125,7587.220735113609,7645.239482852016,-0.00023769791553638654,0.010072674190070494
2024-04-01 16:59:00,7570.444853704811,7674.922615367861,7580.288680486056,7642.863608224851,-0.0003108135302513156,0.00976186065981918
2024-04-01 17:09:00,7569.006255310407,7666.632807478895,7580.522007641315,7634.056367303795,-0.0011530127683967507,0.008608847891422428
2024-04-01 17:19:00,7562.348503844808,7654.007707611143,7571.444107977091,7623.887920412517,-0.0013328726602915093,0.007275975231130919
2024-04-03 10:29:00,7557.491890918698,7644.612868697038,7565.269873977422,7616.180232079467,-0.0010115032181085212,0.0062644720130223975
2024-04-03 10:39:00,7558.636691621641,7654.046649218125,7568.550618300227,7623.026939792282,0.0008985648789043036,0.007163036891926701
2024-04-03 10:49:00,7567.416841459088,7667.750304057661,7573.977118600208,7638.377128616534,0.002011635879881601,0.009174672771808303
2024-04-03 10:59:00,7576.359632607433,7674.967733574679,7584.460082367472,7649.347016734369,0.001435124011437989,0.010609796783246292
2024-04-03 11:09:00,7577.273693317833,7685.47472858332,7585.4703374328865,7659.069780445507,0.0012702508884217603,0.011880047671668052
2024-04-03 11:19:00,7589.451032048004,7697.275284316527,7601.267038783127,7674.593716411769,0.002024818305594304,0.013904865977262357
2024-04-03 11:29:00,7566.635208972072,7684.577041381972,7581.269920814964,7654.5158962464575,-0.002619569192738496,0.011285296784523861
2024-04-03 11:39:00,7550.303988861264,7678.101120302696,7566.635590247228,7642.493979492945,-0.0015717998911206088,0.009713496893403253
2024-04-03 11:49:00,7543.406600793054,7677.969572695222,7555.245083636163,7637.372569982263,-0.0006703474386875637,0.009043149454715689
2024-04-03 11:59:00,7567.567072085704,7688.908161867474,7573.01775412929,7657.701498331829,0.002658233654765825,0.011701383109481513
2024-04-03 12:09:00,7548.785175405583,7677.021819280484,7559.527715991207,7640.515164178515,-0.002246842460478273,0.009454540649003241
2024-04-01 17:27:00,7550.223531233862,7676.794489138728,7560.011019083098,7641.291581160561,0.00010161324451377597,0.009556153893517017
2024-04-01 17:37:00,7533.032260325902,7676.395661259868,7547.142098909503,7634.491883651138,-0.0008902584897440876,0.00866589540377293
2024-04-01 17:47:00,7548.918410027989,7680.906742793204,7557.0990228810015,7644.908139411267,0.0013634380090876965,0.010029333412860626
2024-04-01 17:57:00,7538.991047629555,7680.405048823549,7549.42558430379,7642.083120701458,-0.0003695977441080032,0.009659735668752622
